count_of_invoice,type_of_request,request_id,created_by,created_on,branch_name,supplier_code,name,country,currency,sub_request_type,amount,task_start,actioned_date,request_received_stage,request_received_date,completed_date,status_of_request,pending_reason,pending_with_approver/requestor,qc_status,audited_by,auditor_comments,ageing_sla_fpy,month,,,,,
1,Check Request,537765,Susan Garcia,26-07-24,3047 - longfurt,BM52Ss-871,Ward LLC,United States,USD,Account on Hold - Invoice in J&E,5174,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,Due dates has been changed as per the CKR due date ,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,324937,Stephanie Joseph,26-07-24,8826 - West Adrian,JE44KA-249,"Phillips, Bolton and Patton",Canada,CAD,Account on Hold - Invoice NOT in J&E,8353,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,Due dates has been changed as per the CKR due date ,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,726553,Dalton Clark,26-07-24,5419 - New Scottview,ye35gW-784,"Arnold, Krause and Dean",Canada,CAD,Legal Obligations (i.e. Taxes),91515,29-07-24,29-07-24,verification,29-07-24,29-07-24, COMPLETED ,Due dates has been changed as per the CKR due date ,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,565572,Alexis Weeks,26-07-24,6485 - Samanthamouth,Tm38ZY-451,White and Sons,Canada,CAD,Marketing (i.e. Taxes),1000,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,Due dates has been changed as per the CKR due date ,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,555459,Michael Glass,25-07-24,4230 - Petersonburgh,bp02bn-999,Tate LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,8959,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,Due dates has been changed as per the CKR due date ,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,992737,David Cervantes,28-07-24,4123 - west richard,Ak72wZ-095,Burns and Sons,United States,USD,Union,3233,29-07-24,29-07-24,AP Processing,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,814481,Victoria Benitez,29-07-24,1591 - Blackmouth,hq05KE-752,"Camacho, Swanson and Crawford",United States,USD,Union,580,29-07-24,29-07-24,AP Processing,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,851617,Jacqueline Monroe,26-07-24,5929 - South Brittanyland,QZ42Br-106,Smith Ltd,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,865,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,445174,Charles Sanchez,26-07-24,3720 - Woodmouth,zc67Dy-637,Scott-Porter,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,12372,29-07-24,29-07-24,verification,29-07-24,31-07-24,COMPLETED,duedate chnaged as per CKR - 07/26/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,530631,Sonia Henderson,26-07-24,4934 - east nathanberg,dS06ij-942,Horn Group,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,9897,29-07-24,29-07-24,verification,29-07-24,31-07-24,COMPLETED,"Supporting invoice missing in this CKR to process this request, please attach and confrim us.Coding details confrim 07/31/2024 by requestor due date 07/26/2024",No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,648040,Sharon Sims,26-07-24,8682 - MARKMOUTH,iO25oJ-885,Baker-Floyd,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1000,29-07-24,29-07-24,verification,29-07-24,31-07-24,COMPLETED,duedate chnaged as per CKR - 07/29/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,234146,Shawn Doyle,26-07-24,6786 - Lake Conniemouth,CK41JP-649,"Baird, Romero and Chen",United States,USD,Legal Obligations (i.e. Taxes),2380,29-07-24,29-07-24,verification,29-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,358767,Michael Perry,29-07-24,7124 - Lake Andrewmouth,Jd47EA-401,Brock and Sons,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,22702,29-07-24,29-07-24,verification,29-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,898460,Donald Santana,29-07-24,4561 - Feliciahaven,Ya81ou-301,Bates-Walters,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,136903,29-07-24,29-07-24,verification,29-07-24,31-07-24, COMPLETED ,Due date changed as per CKR 08/05/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,676306,Katherine Greene,29-07-24,8933 - SOUTH ROBERTPORT,UM61km-494,Mccarthy Group,United States,USD,Legal Obligations (i.e. Taxes),368,29-07-24,29-07-24,verification,29-07-24,31-07-24,COMPLETED,Please validate the GL coding details looks not valid - please validate and update the valid one.,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,579699,Jennifer Dominguez,29-07-24,2137 - Holmesville,FY61qC-167,"Hicks, Bennett and Morales",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,3721,29-07-24,29-07-24,verification,29-07-24,31-07-24,COMPLETED,Due date changed as per CKR 07/31/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,492897,Matthew Walker,29-07-24,2440 - NEW ELIZABETH,rT73gg-133,Barr Ltd,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,11350,29-07-24,29-07-24,verification,29-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,308019,Ashley Barrera,24-07-24,4498 - East Stephenton,KU70Vp-272,"Young, Hudson and Rodriguez",United States,USD,Engie Bills,10051,29-07-24,29-07-24,Engie Portal,29-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,304744,Clifford Murphy DVM,24-07-24,6366 - Nicholsbury,jX55RG-973,Chambers-Parker,United States,USD,Engie Bills,18054,29-07-24,29-07-24,Engie Portal,29-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,468666,Michael Arias,29-07-24,1507 - west catherine,PF68uW-717,Hernandez-Jefferson,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,12081,29-07-24,29-07-24,verification,29-07-24,31-07-24, COMPLETED ,Due date changed as per CKR 07/31/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,431098,Joshua Mitchell,30-07-24,6182 - Lake Samantha,ML02hj-483,"Adams, Lopez and Lee",United States,USD,Union,675,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,207871,Ashley Wilson,30-07-24,6165 - WEST MICHAEL,MH06LV-155,"Smith, Moore and Kemp",Canada,CAD,Union,13782,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,327859,Stacey Clements,30-07-24,7973 - Margaretside,wl28Uj-377,Martinez Group,United States,USD,Union,552,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,349886,Kathleen Martinez,30-07-24,5582 - South Moniqueborough,fU35uX-655,Martin-Gross,United States,USD,Union,9977,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,803171,Julie Rodriguez MD,30-07-24,8005 - Lindsayport,XS19rg-275,Smith-Roberts,United States,USD,Union,43937,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,246187,Cathy Farmer,30-07-24,7562 - South Rodneystad,wH06WH-758,"Giles, Johnson and Garza",United States,USD,Union,1700,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,524399,Dana Gilbert,30-07-24,7454 - Richardview,SI34ds-625,"Robinson, Vaughn and Thompson",United States,USD,Union,433,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,777727,Charles Harper,30-07-24,9793 - North Deannashire,Wz19GJ-111,Castro-Ruiz,United States,USD,Union,17787,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,959142,Timothy Wang,30-07-24,6576 - North Destinyport,vL02wr-812,"Walters, Bowen and Collins",United States,USD,Union,240,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,592647,Daniel Stewart,30-07-24,2858 - Linshire,ts25iB-043,Moore-Wilson,United States,USD,Union,22396,30-07-24,30-07-24,AP Processing,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,887208,Tiffany Peterson,23-07-24,1990 - lake garyshire,UW20sI-471,Miller-Mccarthy,United States,USD,Account on Hold - Invoice in J&E,4000,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,Unable to change due date in AP 14 should be 07/23/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,417876,Tammy Bell,25-07-24,1307 - Port Lawrence,Lt90VD-804,"Patrick, Miller and Green",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,8940,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,500518,Mathew Myers,29-07-24,8850 - Juantown,pd95yz-343,"Hernandez, Williams and Ferguson",Brazil,USD,Legal Obligations (i.e. Taxes),4003,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,Due date changed as per CKR 08/05/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,100722,Edgar Brown,29-07-24,1574 - EAST STEPHENLAND,Xj66Wo-045,"Richard, Porter and Vargas",United States,USD,Downpayment / Prepayment,22040,30-07-24,30-07-24,Back to originator,30-07-24,16-08-24,COMPLETED,Invoice copy - supplier # and GL coding details missing- processed 08/16/2024 due date 08/06/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,290135,Cory Barrett,29-07-24,8557 - South Tina,kW69kc-238,"Lowe, Snow and Thomas",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,22975,30-07-24,30-07-24,verification,30-07-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,164937,Seth Jones,29-07-24,6902 - West Paulhaven,dj50JX-258,"Mitchell, Blackburn and Williams",United States,USD,Utility,337329,30-07-24,30-07-24,verification,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,505706,Joseph Hawkins,29-07-24,6254 - Jamestown,bY94vo-683,Garcia-Mills,United States,USD,Utility,1407,30-07-24,30-07-24,verification,30-07-24,30-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,668303,Victor Brown,30-07-24,8998 - Lake Shannonview,LH78ZB-940,Dalton PLC,United States,USD,Legal Obligations (i.e. Taxes),2153,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,Due date changed as per CKR 08/02/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,877194,Jennifer Ferguson,30-07-24,7048 - Hudsonview,yr68SH-198,Bond Ltd,United States,USD,Legal Obligations (i.e. Taxes),67438,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,Due date changed as per CKR 08/02/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,871932,Carolyn Cantu,30-07-24,8190 - New Aaronborough,KX64mx-665,"Morgan, Wiggins and Robinson",United States,USD,Legal Obligations (i.e. Taxes),4491,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,Due date changed as per CKR 08/02/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,610198,Charles Garcia,30-07-24,3959 - Port Leahside,Tg23kh-857,"Young, Johnson and Clark",Canada,CAD,Marketing (i.e. Taxes),548,30-07-24,30-07-24,verification,30-07-24,01-08-24,COMPLETED,Due date changed as per CKR 08/02/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,340288,James Hart,30-07-24,2511 - EAST ASHLEE,gK22iP-701,Green-White,Canada,CAD,Account on Hold - Invoice in J&E,6091,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,Due date changed as per CKR 07/30/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,785213,Patricia Wilson,30-07-24,5446 - PORT RICHARDVILLE,QT35UZ-737,Castro-Sutton,United States,USD,Account on Hold - Invoice NOT in J&E,45071,30-07-24,30-07-24,verification,30-07-24,02-08-24,COMPLETED,Due date 08/01/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,688825,Mark Elliott,30-07-24,1582 - Nguyenport,WR39ce-325,Meyer Ltd,United States,USD,Legal Obligations (i.e. Taxes),13251,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,827766,Matthew Bartlett,30-07-24,9384 - East Heatherbury,KB92VE-271,Fox-Ho,United States,USD,Legal Obligations (i.e. Taxes),435,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,296304,Maria Campbell,30-07-24,7697 - Fishermouth,Ym03UF-105,"Ball, Warren and Patel",United States,USD,Legal Obligations (i.e. Taxes),60,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,438885,Joanna Adkins,30-07-24,4582 - port robert,jb18up-098,"David, Lewis and Long",United States,USD,Legal Obligations (i.e. Taxes),28232,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,122238,Lisa Reed,30-07-24,5231 - Angelaberg,ej37Hr-753,Simpson-Simpson,United States,USD,Legal Obligations (i.e. Taxes),88,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,740639,Jordan Calhoun MD,30-07-24,1950 - East Johnfurt,fx79VO-433,"Barr, Sanchez and Hendricks",United States,USD,Legal Obligations (i.e. Taxes),12868,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,733414,Heather Thomas,30-07-24,2166 - Robertchester,Rq21Us-664,"Williams, Haney and Campbell",Canada,CAD,Utility,26491,30-07-24,30-07-24,Engie Portal,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,129722,Carrie Coffey,30-07-24,8503 - North Angelastad,eE50HF-742,"Thomas, Lopez and Carrillo",Canada,CAD,Utility,10781,30-07-24,30-07-24,Engie Portal,30-07-24,30-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,332985,Dr. Isabel Smith PhD,30-07-24,4477 - Lake Mistyhaven,Ew83kZ-005,Olson Ltd,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1500,30-07-24,30-07-24,verification,30-07-24,31-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,675969,Joe Page,30-07-24,4286 - North Hollytown,ys57MR-583,"Peterson, Ortiz and Gordon",United States,USD,Legal Obligations (i.e. Taxes),4978,30-07-24,30-07-24,verification,30-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,821905,Crystal Morales,30-07-24,8394 - West Sarahmouth,WX28Je-966,Johnson-Price,United States,USD,Union,4109,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,594682,Heather Mcmahon,30-07-24,6938 - New Teresa,EZ06Rk-300,Brown-Lin,United States,USD,Union,10281,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,426549,Jason Quinn,30-07-24,7208 - Sotoberg,pU18vW-265,Smith PLC,United States,USD,Union,269531,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,954478,James Cox,30-07-24,3718 - Port Yolandatown,gb38IJ-218,Smith and Sons,United States,USD,Union,1662,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,740781,James Cummings,30-07-24,9620 - Jonesside,QZ64ol-294,Johnson PLC,United States,USD,Union,2493,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,AR REFUND,721739,Daniel Lee,26-07-24,5906 - Port Rogerburgh,oU14uq-749,Griffith-Rivera,United States,USD,AR Refund Check,5820,31-07-24,31-07-24,AP Processing,31-07-24,31-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,614531,Shane Hopkins,30-07-24,7752 - East Morgan,FV94xH-109,Snow PLC,United States,USD,Union,15689,01-08-24,01-08-24,AP Processing,01-08-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Aug-24,,,,,
1,Union,509292,Stephanie Kelley,31-07-24,5931 - Grayfurt,EK77zZ-698,Wright-Lawson,United States,USD,Union,1824,01-08-24,01-08-24,AP Processing,01-08-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Aug-24,,,,,
1,Union,642590,Jennifer Schneider,31-07-24,4855 - North Michael,LN08Vn-709,Huynh-Patrick,United States,USD,Union,52760,01-08-24,01-08-24,AP Processing,01-08-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Aug-24,,,,,
1,Check Request,576411,Charles Rodriguez,31-07-24,5632 - WEST MELISSALAND,iM54nf-276,Ryan and Sons,United States,USD,Legal Obligations (i.e. Taxes),55930,01-08-24,01-08-24,verification,01-08-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Aug-24,,,,,
1,Check Request,738246,Elizabeth Wall,01-08-24,8182 - South Aaronberg,iY77pQ-077,"Williams, Alvarez and Myers",United States,USD,Account on Hold - Invoice in J&E,38816,01-08-24,01-08-24,verification,01-08-24,01-08-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Aug-24,,,,,
1,Check Request,752590,Loretta Williams,01-08-24,7647 - Grossburgh,sg09Bl-669,"Gregory, Gillespie and Levine",United States,USD,Legal Obligations (i.e. Taxes),9840,01-08-24,02-08-24,verification,02-08-24,02-08-24,COMPLETED,due date chaged to 08/02/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Aug-24,,,,,
1,Check Request,216437,Juan Moore,01-08-24,1988 - Melindaberg,hv03Dm-159,"Leonard, Sullivan and Johnson",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1000,01-08-24,02-08-24,verification,02-08-24,02-08-24,COMPLETED,due date 08/05/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Aug-24,,,,,
